study,group,tissue,cellType,gene1,gene2,is_marker
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,CPTP,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,CTNNBIP1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,DFFA,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,DNAJC11,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,ENO1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,EXOSC10,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,FAAP20,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,FBXO2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,FBXO44,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,FBXO6,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,GNB1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,ICMT,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,INTS11,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,ISG15,5,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,KCNAB2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,KIAA2013,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,KIF1B,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,KLHL21,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,LINC01128,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,LRRC47,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,LZIC,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MAD2L2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MFN2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MIB2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MIIP,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MRPL20,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTATP6P1,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTCO1P12,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTCO2P12,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTCO3P12,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTHFR,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTND1P23,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTND2P28,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,MTOR,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,NADK,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,NOC2L,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,NOL9,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PANK4,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PARK7,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PEX10,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PEX14,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PGD,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PIK3CD-AS2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PLOD1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PRKCZ,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,PUSL1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,RER1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,RERE,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,RNF207,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,RPL22,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,RPL39P6,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SDF4,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SKI,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SLC25A33,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SLC35E2B,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SMIM1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SRM,5,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,SSU72,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TARDBP,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TAS1R3,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,THAP3,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TMEM52,5,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TNFRSF14,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TNFRSF14-AS1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TNFRSF18,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TNFRSF4,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TP73-AS1,6,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,TPRG1L,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,UBE2J2,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,UBE4B,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,UBIAD1,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,VAMP3,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,VPS13D,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,WRAP73,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-B Cell,ZBTB48,7,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,AL031727.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,AL138785.1,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,AL450998.1,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,ARID1A,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,AURKAIP1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,CAMTA1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,CAPZB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,CD52,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,CDK11B,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,DHRS3,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,DNAJC8,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,EIF3I,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,ENO1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,HDAC1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,HP1BP3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,ID3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,LUZP1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,MINOS1,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,MTATP6P1,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NBL1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NECAP2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NOC2L,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NUDC,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PITHD1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PRDM2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PTP4A2,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PUM1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,RERE,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,RPL11,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SH3BGRL3,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SLC25A33,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SNHG12,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SNHG3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SPCS2P4,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SPEN,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SRM,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SRSF10,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SRSF4,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,STMN1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SZRD1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,TNFRSF18,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,TNFRSF25,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,UQCRHL,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,WASF2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,YTHDF2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,ZNF593,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AC099789.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AC113935.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AKR1A1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL031727.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL136380.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL138785.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL596275.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,ATP6V0B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,BX679664.3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,CD53,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,CDK11B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,CMPK1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DNAJB4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DNTTIP2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DRAM2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,EIF3I,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,GNG5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LAPTM5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LMO4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MAGOH,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MEAF6,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MINOS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MRPS15,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MTATP6P1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MTCO1P12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,NASP,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,NECAP2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,NUDC,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PABPC4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PITHD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PRDM2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PRPF38B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PTP4A2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RABGGTB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL22,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL7P9,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPS13P2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPS15AP11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPS8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SELENOF,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SERBP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SFPQ,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SRSF10,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SRSF11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SRSF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SYF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TMED5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TNFRSF14,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TXNDC12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,UQCRHL,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,ZNF593,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AK2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AKR7A2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AL139246.5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ARID1A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AURKAIP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,BSDC1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,CAMTA1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,CAPZB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,CDK11B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,DDOST,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,DNAJC8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,EIF3I,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,EPB41,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,FAAP20,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HDAC1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HMGN2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HNRNPR,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HP1BP3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ISG15,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,KHDRBS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,KPNA6,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,LSM10,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MACF1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MARCKSL1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MEAF6,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MIB2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MINOS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MRPL20,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,NECAP2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,NOC2L,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PITHD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PNRC2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PRDM2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PSMB2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PUM1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RBBP4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RER1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RERE,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RPA2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RSRP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SDF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SDHB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SF3A3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SFPQ,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SLC25A33,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SMIM12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SNHG3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRM,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRRM1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRSF10,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRSF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SSU72,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,STMN1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SYF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SYTL1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SZRD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TARDBP,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,THRAP3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TMEM50A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TRAPPC3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,UBE2J2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,UQCRHL,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,USP48,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,WASF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,YRDC,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,YTHDF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ZBTB8OS,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ZNF593,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,AKR7A2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,ARID1A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,AURKAIP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,BX284668.5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CAMTA1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CAPZB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CCNL2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,DNAJC8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,EIF3I,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,EPB41,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,FAAP20,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HDAC1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HNRNPR,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HP1BP3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,INTS11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,KCNAB2,1,no
