study,group,tissue,cellType,gene1,gene2,is_marker
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,MINOS1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,MTATP6P1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,MTCO1P12,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,MTND1P23,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NBL1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NECAP2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NOC2L,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,NUDC,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PITHD1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PNRC2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PRDM2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PTP4A2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,PUM1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,RERE,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,RPA2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,RPL11,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SDHB,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SH3BGRL3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SLC25A33,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SNHG12,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SNHG3,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SPCS2P4,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SPEN,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SRM,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SRSF10,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SRSF4,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,STMN1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SYF2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,SZRD1,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,TARDBP,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,TNFRSF18,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,TNFRSF25,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,TNFRSF4,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,UQCRHL,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,WASF2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,YTHDF2,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,ZCCHC17,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Immune Cells-Nk Cell,ZNF593,4,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AC099789.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AC113935.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AKR1A1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL031727.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL109741.2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL136380.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL138785.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,AL596275.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,ATP6V0B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,BX679664.3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,CD53,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,CDK11B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,CMPK1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DNAJB4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DNAJC8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DNTTIP2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,DRAM2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,EIF3I,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,GNG5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,HDAC1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,ID3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,KHDRBS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LAMTOR5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LAPTM5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LCK,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LINC01781,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,LMO4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MAGOH,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MEAF6,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MINOS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MRPS15,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MTATP6P1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,MTCO1P12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,NASP,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,NECAP2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,NUDC,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PABPC4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PITHD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PNRC2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PRDM2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PRDX1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PRPF38B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PTP4A2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,PUM1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RABGGTB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPA2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPF1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL22,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL5P4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPL7P9,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPS13P2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPS15AP11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,RPS8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SELENOF,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SERBP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SFPQ,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SRSF10,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SRSF11,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SRSF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SSU72,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,SYF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TMED5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TMEM50A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TNFRSF14,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,TXNDC12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,UQCRHL,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,USP48,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Colon,Tuft Cell,ZNF593,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AK2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AKIRIN1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AKR7A2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AL034379.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AL139246.5,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ARID1A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,AURKAIP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,BSDC1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,CAMTA1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,CAPZB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,CDK11B,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,DDOST,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,DNAJC8,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,EIF3I,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,EPB41,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,FAAP20,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,GNB1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HDAC1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HMGN2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HNRNPR,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,HP1BP3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ISG15,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,KHDRBS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,KPNA6,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,LSM10,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MACF1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MARCKSL1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MEAF6,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MIB2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MINOS1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MRPL20,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MRPS15,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,MTCO2P12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,NECAP2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,NOC2L,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,NUDC,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PARK7,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PITHD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PNRC2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PRDM2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PSMB2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PTP4A2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,PUM1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RBBP4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RCAN3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RER1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RERE,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RPA2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,RSRP1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SDF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SDHB,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SF3A3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SFPQ,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SLC25A33,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SMIM12,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SNHG3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRM,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRRM1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRSF10,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SRSF4,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SSU72,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,STMN1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SYF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SYTL1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,SZRD1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TARDBP,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,THRAP3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TMEM50A,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TNFRSF14,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,TRAPPC3,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,UBE2J2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,UQCRHL,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,USP48,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,WASF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,YRDC,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,YTHDF2,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ZBTB8OS,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-B Cell,ZNF593,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,AKR7A2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,AL450998.1,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,AL513365.1,1,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,ARID1A,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,AURKAIP1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,BX284668.5,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CAMTA1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CAPZB,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CCNL2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,CDC42,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,DDOST,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,DNAJC8,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,EIF3I,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,ENO1,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,EPB41,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,FAAP20,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,GNB1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HDAC1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HES4,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HMGN2,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HNRNPR,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,HP1BP3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,INTS11,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,KCNAB2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,KHDRBS1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,KPNA6,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,LCK,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,MAD2L2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,MINOS1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,MRPL20,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,MTCO1P12,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,NADK,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,NECAP2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,NOC2L,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,NUDC,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PARK7,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PEF1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PHACTR4,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PITHD1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PNRC2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PPP1R8,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,PTP4A2,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RBBP4,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RCAN3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RCC2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RER1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RERE,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RPA2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RSRP1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,RUNX3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SDF4,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SDHB,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SH3BGRL3,2,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SNHG3,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SNRNP40,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SPEN,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SRRM1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SRSF10,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SRSF4,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SSU72,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,STMN1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SYF2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SYTL1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,SZRD1,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,TAF12,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,TARDBP,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,TMEM50A,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,TNFRSF14,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,UBE2J2,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,USP48,3,no
HCA.human_normal.ColonImmune10XSS2VDJ,normal,Lymph,Immune Cells-Nk Cell,WASF2,3,no
